# Passe C109 du lot 4 (teensy/), 29/08 (suite 9). 65 remplacements.
# 51 candidats --style traites + 20 puces a tiret ; 16 exemptions hors table.
# Format : chemin<TAB>ancre exacte<TAB>remplacement. Chemin relatif a content/.
embarque/mcu/teensy/teensy-audio.md	- **MQS / I2S externe** — sur Teensy 4.x sans shield,	- **MQS / I2S externe.** Sur Teensy 4.x sans shield,
embarque/mcu/teensy/teensy-audio.md	permettent une sortie analogique ; il n'y a pas de DAC intégré.	permettent une sortie analogique. Il n'y a pas de DAC intégré.
embarque/mcu/teensy/teensy-audio.md	phase de preuve de concept]]** — pour un projet à dimension sonore	phase de preuve de concept]].** Pour un projet à dimension sonore
embarque/mcu/teensy/teensy-audio.md	- **Charge maîtrisée** — surveiller `AudioProcessorUsageMax()`	- **Charge maîtrisée.** Surveiller `AudioProcessorUsageMax()`
embarque/mcu/teensy/teensy-audio.md	« quelle chaîne assembler » — c'est ce qui rend	« quelle chaîne assembler » : c'est ce qui rend
embarque/mcu/teensy/teensy-prise-en-main.md	de qui a touché un Arduino — une étape s'ajoute :	de qui a touché un Arduino. Une étape s'ajoute :
embarque/mcu/teensy/teensy-prise-en-main.md	le **Blink** — faire clignoter la LED intégrée — l'équivalent embarqué	le **Blink** (faire clignoter la LED intégrée), l'équivalent embarqué
embarque/mcu/teensy/teensy-prise-en-main.md	le Blink ne clignote pas — et on le sait	le Blink ne clignote pas, et on le sait
embarque/mcu/teensy/teensy-prise-en-main.md	qui se lance automatiquement ; comprendre son fonctionnement	qui se lance automatiquement. Comprendre son fonctionnement
embarque/mcu/teensy/teensy-prise-en-main.md	C'est l'IDE recommandé ; Teensyduino s'y installe	C'est l'IDE recommandé. Teensyduino s'y installe
embarque/mcu/teensy/teensy-prise-en-main.md	ce sketch — il clignote sur la LED intégrée	ce sketch, qui clignote sur la LED intégrée
embarque/mcu/teensy/teensy-prise-en-main.md	du mode programmation — plus simple que la manœuvre BOOT	du mode programmation, plus simple que la manœuvre BOOT
embarque/mcu/teensy/teensy-prise-en-main.md	**Le programme tourne — la prise en main est validée.**	**Le programme tourne : la prise en main est validée.**
embarque/mcu/teensy/teensy-prise-en-main.md	de certains exemples ; sélectionner le modèle exact.	de certains exemples. Sélectionner le modèle exact.
embarque/mcu/teensy/teensy-prise-en-main.md	(broche 13) — par exemple sur la broche 14 de l'exercice suivant — le brochage	(broche 13), par exemple sur la broche 14 de l'exercice suivant, le brochage
embarque/mcu/teensy/teensy-prise-en-main.md	un multi-fichiers commodes — pratique dès que le projet grossit.	un multi-fichiers commodes, ce qui est pratique dès que le projet grossit.
embarque/mcu/teensy/teensy-prise-en-main.md	- **Installeur Teensyduino historique** — pour l'ancien IDE	- **Installeur Teensyduino historique.** Pour l'ancien IDE
embarque/mcu/teensy/teensy-prise-en-main.md	resté sur l'IDE 1.8.x — et **seulement sous Windows ou Linux 64 bits** :	resté sur l'IDE 1.8.x, et **seulement sous Windows ou Linux 64 bits** :
embarque/mcu/teensy/teensy-prise-en-main.md	phase de preuve de concept]]** — la première compilation	phase de preuve de concept]].** La première compilation
embarque/mcu/teensy/teensy-prise-en-main.md	- **Tous les tutoriels Teensy aval** — sans prise en main effective,	- **Tous les tutoriels Teensy aval.** Sans prise en main effective,
embarque/mcu/teensy/teensy-usb.md	de la pile logicielle PJRC — pas une simple bibliothèque — et l'une des signatures	de la pile logicielle PJRC (pas une simple bibliothèque), et l'une des signatures
embarque/mcu/teensy/teensy-usb.md	ou des raccourcis ; un Teensy *souris*	ou des raccourcis, un Teensy *souris*
embarque/mcu/teensy/teensy-usb.md	déplace le curseur ; un Teensy *manette*	déplace le curseur, et un Teensy *manette*
embarque/mcu/teensy/teensy-usb.md	à un logiciel audio — la base d'un contrôleur	à un logiciel audio, la base d'un contrôleur
embarque/mcu/teensy/teensy-usb.md	pas en rafale — indispensable pour un périphérique	pas en rafale, ce qui est indispensable pour un périphérique
embarque/mcu/teensy/teensy-usb.md	pour taper du texte ; un **raccourci** demande	pour taper du texte. Un **raccourci** demande
embarque/mcu/teensy/teensy-usb.md	une lecture sur 10 bits ; avec `analogReadResolution(12)`,	une lecture sur 10 bits. Avec `analogReadResolution(12)`,
embarque/mcu/teensy/teensy-usb.md	- **Types combinés** — *Serial + MIDI*, *Serial + Keyboard + Mouse + Joystick* : cumulent plusieurs identités.	- **Types combinés.** *Serial + MIDI*, *Serial + Keyboard + Mouse + Joystick* cumulent plusieurs identités.
embarque/mcu/teensy/teensy-usb.md	phase de preuve de concept]]** — pour un projet d'interface	phase de preuve de concept]].** Pour un projet d'interface
embarque/mcu/teensy/teensy-usb.md	- **Sécurité d'usage** — un périphérique HID agit	- **Sécurité d'usage.** Un périphérique HID agit
embarque/mcu/teensy/teensy-usb.md	agit sur l'ordinateur ; conditionner systématiquement	agit sur l'ordinateur. Conditionner systématiquement
embarque/mcu/teensy/teensy-usb.md	un **choix de compilation** — et que les actions HID doivent être déclenchées, jamais subies — donne la grammaire	un **choix de compilation**, et que les actions HID doivent être déclenchées, jamais subies, donne la grammaire
